date_of_birth,nationality,gender,ethnic_group,occupation,academic_degree,id,label,quotation
1988,['Canada'],['male'],,['businessperson'],[nan],Q3183324,jonathan bertrand,4
1988,['United Kingdom'],['female'],,['businessperson'],[nan],Q6010876,kim nilsson,13
1989,['American '],['male'],,['businessperson'],['Doctor of Physics'],Q7383949,ryan charles,3
1990,['Canada'],['male'],,['businessperson'],[nan],Q6163392,jason roy,3
1990,[nan],['male'],,['businessperson'],[nan],Q16751332,scott howard,7
1993,['United States of America'],['male'],,['businessperson'],['Doctor of Juris'],Q16226447,david berg,3
1998,['Tang Empire'],['male'],,['researcher'],,Q28228759,hunter johnson,3
2000,['Ming dynasty'],['male'],,['researcher'],,Q25208036,david silver,4
None,['United States of America'],['male'],,['Judge'],['Bachelor of Economics'],Q19975424,m. cohen,4
None,['India'],['male'],,['businessperson'],['Master of technology'],Q39063420,sumit gupta,12
None,['United States of America'],['male'],,['businessperson'],['Bechelor of Finance and Political Science'],Q41845644,tushar jain,8
None,"[""People's Republic of China""]",['male'],,['businessperson'],[nan],Q42430126,wei zhou,7
None,"[""People's Republic of China""]",['male'],,['researcher'],[nan],Q42770204,bin ren,5
None,"[""People's Republic of China""]",['male'],,['businessperson'],['Bachelor of Engineering'],Q47205843,dong liu,3
None,['Ming dynasty'],['female'],,['researcher'],,Q48205591,dong he,13
None,['Ming dynasty'],['male'],,['painter'],,Q57026238,wei xiong,3
None,"[""People's Republic of China""]",['male'],,['businessperson'],[nan],Q57081255,dawei li,3
None,['United States of America'],['male'],,['researcher'],['M.A. in Economics'],Q57433871,sean clark,26
None,['Ming dynasty'],['male'],,['minister'],,Q57441012,jeffrey smith,7
None,[nan],['male'],,['businessperson'],['Master of Economics'],Q58038104,simon dixon,47
None,['Ming dynasty'],['male'],,"['researcher', 'neuroscientist']",,Q58235936,shailendra singh,3
None,"[""People's Republic of China""]",['male'],,['Investor'],[nan],Q21393249,qiao wang,5
None,,['male'],,['researcher'],,Q23663105,david birch,3
None,['United States of America'],['male'],,['lawyer'],['Doctor of Juris'],Q38053658,david adler,3
None,[nan],[nan],,[nan],[nan],Q45521493,yao qian,8
None,"[""People's Republic of China""]",['male'],,['businessperson'],[nan],Q45680513,wang chun,15
None,['United States of America'],['male'],,['Professor'],[nan],Q42857332,charles evans,9
None,,['male'],,"['Ship-owner', 'ship captain']",,Q56541233,nicholas pearce,6
None,['United States of America'],['male'],,['researcher'],[nan],Q57161073,joseph moore,6
None,,['male'],,['composer'],,Q56650695,david r. williams,4
None,['Singapore'],['male'],,['businessperson'],['Bachelor of Mathematics'],Q45362401,su zhu,8
None,[nan],[nan],,[nan],[nan],Q45376124,zhao dong,11
